SchoolBusDriver,,RandstadHolding,,,,,,,,
TruckDriver,,Raytheon,,,,,,,,
TowTruckOperator,,RelianceIndustries,,,,,,,,
DeliveryDriver,,Renault,,,,,,,,
MailCarrier,,Repsol,,,,,,,,
RecyclablesCollector,,RioTintoGroup,,,,,,,,
Courier,,RiteAid,,,,,,,,
BusDriver,,RocheGroup,,,,,,,,
CabDriver,,RosneftOil,,,,,,,,
Archivist,,RoyalAholdDelhaize,,,,,,,,
Actuary,,RoyalBankofCanada,,,,,,,,
Architect,,RoyalDutchShell,,,,,,,,
PersonalAssistant,,RoyalPhilips,,,,,,,,
Entrepreneur,,RWE,,,,,,,,
SecurityGuard,,SABIC,,,,,,,,
Mechanic,,SAICMotor,,,,,,,,
Recruiter,,SaintGobain,,,,,,,,
Mathematician,,SamsungCT,,,,,,,,
Locksmith,,SamsungElectronics,,,,,,,,
ManagementConsultant,,SamsungLifeInsurance,,,,,,,,
Shelf Stocker,,Sanofi,,,,,,,,
Caretaker,,SAP,,,,,,,,
LibraryAssistant,,Sberbank,,,,,,,,
Translator,,Schlumberger,,,,,,,,
HVACTechnician,,SchneiderElectric,,,,,,,,
Attorney,,SevenIHoldings,,,,,,,,
Paralegal,,ShaanxiCoalChemicalIndustry,,,,,,,,
ExecutiveAssistant,,ShaanxiYanchangPetroleumGroup,,,,,,,,
PersonalAssistant,,ShandongEnergyGroup,,,,,,,,
BankTeller,,ShandongWeiqiaoPioneeringGroup,,,,,,,,
ParkingAttendant,,ShanghaiPudongDevelopmentBank,,,,,,,,
MachineryOperator,,ShanxiJinchengAnthraciteCoalMiningGroup,,,,,,,,
ManufacturingAssembler,,ShanxiLuAnMiningGroup,,,,,,,,
FuneralAttendant,,ShougangGroup,,,,,,,,
AssistantGolfProfessional,,Siemens,,,,,,,,
YogaInstructor,,SinochemGroup,,,,,,,,
HouseSitter,,Sinomach,,,,,,,,
Agent,,SinopecGroup,,,,,,,,
TalentAgent,,Sinopharm,,,,,,,,
Contracting,,SKHoldings,,,,,,,,
recordproducer,,SKHynix,,,,,,,,
recordingengineer,,SNCFMobilites,,,,,,,,
a&rcoordinator,,SocieteGenerale,,,,,,,,
a&radministrator,,SoftBankGroup,,,,,,,,
programdirector,,SompoHoldings,,,,,,,,
musicdirector,,Sony,,,,,,,,
radiodj,,SSE,,,,,,,,
dj,,StateBankofIndia,,,,,,,,
producer,,StateFarmInsuranceCos,,,,,,,,
tourmanager,,StateGrid,,,,,,,,
vj,,StatePowerInvestment,,,,,,,,
stagemanager,,Subaru,,,,,,,,
artistrelations,,Sumitomo,,,,,,,,
lightingdesigner,,SumitomoElectricIndustries,,,,,,,,
soundtechnician,,SumitomoLifeInsurance,,,,,,,,
talentbuyer,,SumitomoMitsuiFinancialGroup,,,,,,,,
musicjounalist,,SuncorEnergy,,,,,,,,
actor,,SuningcomGroup,,,,,,,,
casting,,SuzukiMotor,,,,,,,,
productionsupvisor,,SwissRe,,,,,,,,
productionassitant,,Sysco,,,,,,,,
cameraoperator,,TaikangInsuranceGroup,,,,,,,,
photographer,,TaiwanSemiconductorManufacturing,,,,,,,,
videographer,,Talanx,,,,,,,,
lighting,,Target,,,,,,,,
filmediting,,TataMotors,,,,,,,,
editor,,TechData,,,,,,,,
castingdirector,,Telefonica,,,,,,,,
blogger,,TencentHoldings,,,,,,,,
model,,Tesco,,,,,,,,
brandmanager,,TewooGroup,,,,,,,,
branding,,ThyssenKrupp,,,,,,,,
extra,,TIAA,,,,,,,,
castingdirector,,TimeWarner,,,,,,,,
director ,,TJX,,,,,,,,
scriptsupervisor,,TokioMarineHoldings,,,,,,,,
lineproducer,,TokyoElectricPower,,,,,,,,
1stassistantdirector,,TorontoDominionBank,,,,,,,,
cinematographer,,Toshiba,,,,,,,,
firstac,,Total,,,,,,,,
keygrip,,ToyotaMotor,,,,,,,,
gaffer,,ToyotaTsusho,,,,,,,,
filmelectrician,,TrafiguraGroup,,,,,,,,
fieldrecordingmixer,,TravelersCos,,,,,,,,
boomoperator,,TwentyFirstCenturyFox,,,,,,,,
assistanteditor,,TysonFoods,,,,,,,,
postsupervisor,,UBSGroup,,,,,,,,
colorist,,UltraparHoldings,,,,,,,,
foleyengineer,,UniCreditGroup,,,,,,,,
productiondesigner,,Unilever,,,,,,,,
costumedesigner,,Uniper,,,,,,,,
VFXSupervisor,,UnitedContinentalHoldings,,,,,,,,
droneoperator,,UnitedHealthGroup,,,,,,,,
productionaccountant,,UnitedTechnologies,,,,,,,,
executiveproducer,,UPS,,,,,,,,
composer,,USAA,,,,,,,,
adjunctprofessor,,USBancorp,,,,,,,,
consultant,,USFoodsHolding,,,,,,,,
designer,,USPostalService,,,,,,,,
industrialdesigner,,Vale,,,,,,,,
toymaker,,ValeroEnergy,,,,,,,,
brandambassador,,VeoliaEnvironnement,,,,,,,,
salesrepresentative,,Verizon,,,,,,,,
athlete,,Vinci,,,,,,,,
gamer,,VodafoneGroup,,,,,,,,
artist ,,Volkswagen,,,,,,,,
propmaker,,Volvo,,,,,,,,
stagehand,,WalgreensBootsAlliance,,,,,,,,
lobbyist,,Walmart,,,,,,,,
investor,,WellsFargo,,,,,,,,
angelinvestor,,Wesfarmers,,,,,,,,
managingpartner,,WestpacBanking,,,,,,,,
productmanager,,WilmarInternational,,,,,,,,
projectmanager,,Wistron,,,,,,,,
uxdesigner,,WoolworthsGroup,,,,,,,,
,,WorldFuelServices,,,,,,,,
,,WuchanZhongdaGroup,,,,,,,,
,,XiamenCD,,,,,,,,
,,XiamenITGHoldingGroup,,,,,,,,
,,XiamenXiangyuGroup,,,,,,,,
,,XinjiangGuanghuiIndustryInvestment,,,,,,,,
,,XinxingCathayInternationalGroup,,,,,,,,
,,YangoLongkingGroup,,,,,,,,
,,YangquanCoalIndustryGroup,,,,,,,,
,,YankuangGroup,,,,,,,,
,,ZFFriedrichshafen,,,,,,,,
,,ZhejiangGeelyHoldingGroup,,,,,,,,
,,ZurichInsuranceGroup,,,,,,,,
